easting,northing,yaw,state_x,state_y,state_yaw
324949.765795,4557207.83771,0.00752709868791,324949.772995,4557207.84801,1.3492728685
324949.765795,4557207.83771,0.00750161868612,324949.772588,4557207.84746,1.3492767808
324949.765795,4557207.83771,0.00748257240298,324949.772205,4557207.84695,1.34928668686
324949.765795,4557207.83771,0.00749135979428,324949.771844,4557207.84647,1.3493248635
324949.765795,4557207.83771,0.00751463072475,324949.771504,4557207.84601,1.34937685856
324949.765795,4557207.83771,0.00751238160199,324949.771184,4557207.84558,1.34940297651
324949.765795,4557207.83771,0.00749764006909,324949.770883,4557207.84518,1.34941589057
324949.765795,4557207.83771,0.00750471565118,324949.770599,4557207.8448,1.34945110069
324949.765795,4557207.83771,0.00750625529119,324949.770331,4557207.84444,1.34948079476
324949.765795,4557207.83771,0.00750242335608,324949.77008,4557207.8441,1.34950583751
324949.765795,4557207.83771,0.00750239318746,324949.769843,4557207.84379,1.34953366564
324949.765795,4557207.83771,0.00751543279397,324949.769619,4557207.84349,1.34957508186
324949.765795,4557207.83771,0.00752102647256,324949.769409,4557207.84321,1.3496091489
324949.765795,4557207.83771,0.00752103687553,324949.769211,4557207.84294,1.34963720661
324949.765795,4557207.83771,0.00753242761083,324949.769024,4557207.84269,1.34967659661
324949.765795,4557207.83771,0.00753282084321,324949.768849,4557207.84246,1.34970481677
324949.765795,4557207.83771,0.00754667240177,324949.768683,4557207.84224,1.34974730894
324949.765795,4557207.83771,0.00756189975351,324949.768528,4557207.84203,1.34979010409
324949.765795,4557207.83771,0.00755587435154,324949.768381,4557207.84183,1.34981183139
324949.765795,4557207.83771,0.00755095166472,324949.768243,4557207.84165,1.34983439973
324949.765795,4557207.83771,0.0075609790904,324949.768112,4557207.84147,1.34987245684
324949.765795,4557207.83771,0.00757947245551,324949.76799,4557207.84131,1.34991811455
324949.765795,4557207.83771,0.00758214601958,324949.767875,4557207.84115,1.34994704349
324949.765795,4557207.83771,0.00756018170252,324949.767766,4557207.84101,1.34997966664
324949.765795,4557207.83771,0.00757245929126,324949.767663,4557207.84087,1.35001856125
324949.765795,4557207.83771,0.00756503052824,324949.767567,4557207.84074,1.35003752595
324949.765795,4557207.83771,0.00759339527444,324949.767476,4557207.84062,1.35009263438
324949.765795,4557207.83771,0.00760196056227,324949.767391,4557207.84051,1.35012776749
324949.765795,4557207.83771,0.00759473465721,324949.76731,4557207.8404,1.35014680266
324949.765795,4557207.83771,0.00760528431214,324949.767234,4557207.8403,1.35018371948
324949.765795,4557207.83771,0.00760521565252,324949.767163,4557207.8402,1.35021053574
324949.765795,4557207.83771,0.00760488743872,324949.767096,4557207.84011,1.35023703237
324949.765795,4557207.83771,0.0075906556515,324949.767032,4557207.84003,1.35024869397
324949.765795,4557207.83771,0.00760575088548,324949.766973,4557207.83995,1.3502900687
324949.765795,4557207.83771,0.00762864158729,324949.766916,4557207.83987,1.35033962058
324949.765795,4557207.83771,0.00763086106158,324949.766863,4557207.8398,1.35036781372
324949.765795,4557207.83771,0.00764534876194,324949.766814,4557207.83973,1.35040903807
324949.765795,4557207.83771,0.00765901566773,324949.766767,4557207.83967,1.35044956561
324949.765795,4557207.83771,0.00767837299975,324949.766722,4557207.83961,1.35049627024
324949.765795,4557207.83771,0.00768910314626,324949.766681,4557207.83956,1.35053325231
324949.765795,4557207.83771,0.00770482255863,324949.766641,4557207.8395,1.35057560167
324949.765795,4557207.83771,0.00770620563389,324949.766605,4557207.83945,1.35060292846
324949.765795,4557207.83771,0.00770554400481,324949.76657,4557207.83941,1.3506292869
324949.765795,4557207.83771,0.00773585826815,324949.766537,4557207.83936,1.35068593736
324949.765795,4557207.83771,0.00775436463698,324949.766506,4557207.83932,1.35073070971
324949.765795,4557207.83771,0.00775046144151,324949.766477,4557207.83928,1.35075352233
324949.765795,4557207.83771,0.00775230380803,324949.76645,4557207.83925,1.35078259669
324949.774187,4557207.83751,0.00776247635519,324949.766927,4557207.83926,1.35081580426
324949.774187,4557207.83751,0.00775181850934,324949.767376,4557207.83928,1.3508370044
324949.774187,4557207.83751,0.00773386193763,324949.7678,4557207.8393,1.35084294037
324949.774187,4557207.83751,0.00773657659344,324949.768198,4557207.83931,1.35086789604
324949.774187,4557207.83751,0.00774086417876,324949.768574,4557207.83933,1.35089480952
324949.774187,4557207.83751,0.00775060812343,324949.768927,4557207.83934,1.35092825431
324949.774187,4557207.83751,0.00775234646022,324949.76926,4557207.83935,1.35095362994
324949.774187,4557207.83751,0.00775277870375,324949.769574,4557207.83937,1.35097772673
324949.774187,4557207.83751,0.0077634557951,324949.769869,4557207.83938,1.3510117484
324949.774187,4557207.83751,0.00776198741546,324949.770147,4557207.83939,1.35103355728
324949.774187,4557207.83751,0.00772941518682,324949.770409,4557207.8394,1.35102412976
324949.774187,4557207.83751,0.0077391934613,324949.770656,4557207.83941,1.35105803318
324949.774187,4557207.83751,0.00774609115255,324949.770888,4557207.83942,1.35108906955
324949.774187,4557207.83751,0.00775976377998,324949.771107,4557207.83942,1.3511276809
324949.774187,4557207.83751,0.00777345617305,324949.771313,4557207.83943,1.35116527167
324949.774187,4557207.83751,0.00778646977213,324949.771507,4557207.83944,1.35120199178
324949.774187,4557207.83751,0.00778380557075,324949.77169,4557207.83945,1.35122407882
324949.774187,4557207.83751,0.00779620227353,324949.771862,4557207.83945,1.35126034534
324949.774187,4557207.83751,0.00781127358068,324949.772024,4557207.83946,1.35130043702
324949.774187,4557207.83751,0.00780873005378,324949.772177,4557207.83946,1.3513223323
324949.774187,4557207.83751,0.00782362919172,324949.77232,4557207.83947,1.35136108314
324949.774187,4557207.83751,0.00783006499097,324949.772456,4557207.83948,1.35139259228
324949.774187,4557207.83751,0.00782991310756,324949.772583,4557207.83948,1.35141725166
324949.774187,4557207.83751,0.00780434520065,324949.772703,4557207.83948,1.35141689189
324949.774187,4557207.83751,0.00778633141259,324949.772816,4557207.83949,1.35142445537
324949.774187,4557207.83751,0.00778835531099,324949.772902,4557207.8394,1.3514514222
324949.774187,4557207.83751,0.00776400039073,324949.772983,4557207.83932,1.35148452132
324949.774187,4557207.83751,0.00776013672656,324949.773059,4557207.83924,1.35150586402
324949.774187,4557207.83751,0.00774517829167,324949.773131,4557207.83917,1.35151629967
324949.774187,4557207.83751,0.00774488440768,324949.773199,4557207.8391,1.35154197231
324949.774187,4557207.83751,0.00774864144138,324949.773263,4557207.83903,1.35157084987
324949.774187,4557207.83751,0.00774006523044,324949.773323,4557207.83897,1.35158769636
324949.774187,4557207.83751,0.0077479605668,324949.773379,4557207.83891,1.35162163105
324949.774187,4557207.83751,0.00774728905489,324949.773432,4557207.83886,1.35164647263
324949.774187,4557207.83751,0.00775137586284,324949.773482,4557207.83881,1.35167690256
324949.774187,4557207.83751,0.00773963038616,324949.77353,4557207.83876,1.35169135646
324949.774187,4557207.83751,0.00774614472786,324949.773574,4557207.83871,1.35172358869
324949.774187,4557207.83751,0.00776355254274,324949.773616,4557207.83867,1.35176712875
324949.774187,4557207.83751,0.0077559001158,324949.773655,4557207.83863,1.35178597554
324949.774187,4557207.83751,0.00778055412153,324949.773692,4557207.83859,1.35183709132
324949.774187,4557207.83751,0.00779436094731,324949.773727,4557207.83856,1.35187666681
324949.774187,4557207.83751,0.00779335758056,324949.77376,4557207.83852,1.35190172573
324949.774187,4557207.83751,0.00780751914772,324949.773791,4557207.83849,1.35194192597
324949.774187,4557207.83751,0.00779168062131,324949.77382,4557207.83846,1.35195232344
324949.774187,4557207.83751,0.00782642707131,324949.773848,4557207.83843,1.35201341218
324949.774187,4557207.83751,0.00780568874462,324949.773874,4557207.83841,1.35201929966
324949.774187,4557207.83751,0.00781374064572,324949.773898,4557207.83838,1.3520534989
324949.774187,4557207.83751,0.00780477536359,324949.773921,4557207.83836,1.35207109953
324949.774187,4557207.83751,0.00781701966282,324949.773943,4557207.83834,1.3521090471
324949.774187,4557207.83751,0.00781037736455,324949.773963,4557207.83832,1.35212907418
324949.765529,4557207.82661,0.00781942639062,324949.773486,4557207.8377,1.35216564527
324949.765529,4557207.82661,0.00784711442343,324949.773037,4557207.83712,1.3522146866
324949.765529,4557207.82661,0.00784057667505,324949.772614,4557207.83657,1.35223625465
324949.765529,4557207.82661,0.00784105885284,324949.772216,4557207.83605,1.35226543763
324949.765529,4557207.82661,0.00783203739465,324949.771841,4557207.83557,1.35228497466
324949.765529,4557207.82661,0.00781495779357,324949.771488,4557207.83511,1.35229600988
324949.765529,4557207.82661,0.00783227666303,324949.771155,4557207.83468,1.35234089554
324949.765529,4557207.82661,0.00782321879443,324949.770842,4557207.83427,1.35236028974
324949.765529,4557207.82661,0.00782627258716,324949.770547,4557207.83389,1.35239141663
324949.765529,4557207.82661,0.00781293337502,324949.770269,4557207.83353,1.35240641408
324949.765529,4557207.82661,0.00781172975104,324949.770007,4557207.83319,1.3524333789
324949.765529,4557207.82661,0.00782201100927,324949.769761,4557207.83287,1.3524713374
324949.765529,4557207.82661,0.00783240513975,324949.769529,4557207.83257,1.35250943068
324949.765529,4557207.82661,0.00782993079262,324949.76931,4557207.83229,1.35253421302
324949.765529,4557207.82661,0.00784838930777,324949.769104,4557207.83202,1.35257998513
324949.765529,4557207.82661,0.00784295427453,324949.76891,4557207.83177,1.35260233873
324949.765529,4557207.82661,0.00782715163838,324949.768728,4557207.83154,1.35261378361
324949.765529,4557207.82661,0.00783761962997,324949.768556,4557207.83131,1.35265140783
324949.765529,4557207.82661,0.00784693185126,324949.768394,4557207.8311,1.35268784533
324949.765529,4557207.82661,0.00784152126499,324949.768241,4557207.83091,1.3527091045
324949.765529,4557207.82661,0.00784406843294,324949.768097,4557207.83072,1.35273813431
324949.765529,4557207.82661,0.007836584014,324949.767962,4557207.83054,1.35275775957
324949.765529,4557207.82661,0.00785167456665,324949.767835,4557207.83038,1.35279949406
324949.765529,4557207.82661,0.00786050252955,324949.767715,4557207.83022,1.35283581499
324949.765529,4557207.82661,0.00783324622012,324949.767602,4557207.83008,1.35283565931
324949.765529,4557207.82661,0.0078346797498,324949.767487,4557207.8299,1.3528638283
324949.765529,4557207.82661,0.00772167589505,324949.767379,4557207.82974,1.35286636804
324949.765529,4557207.82661,0.00772816630991,324949.767278,4557207.82958,1.35289977898
324949.765529,4557207.82661,0.00770160283848,324949.767182,4557207.82944,1.35290012893
324949.765529,4557207.82661,0.00771662941284,324949.767092,4557207.8293,1.35294233691
324949.765529,4557207.82661,0.00773705461005,324949.767007,4557207.82917,1.3529892426
324949.765529,4557207.82661,0.00771962911011,324949.766927,4557207.82905,1.35299940793
324949.765529,4557207.82661,0.00772594215428,324949.766852,4557207.82893,1.35303230492
324949.765529,4557207.82661,0.00774249172389,324949.766781,4557207.82883,1.35307600588
324949.765529,4557207.82661,0.00775765925854,324949.766714,4557207.82872,1.35311756988
324949.765529,4557207.82661,0.00777038365497,324949.766651,4557207.82863,1.35315706255
324949.765529,4557207.82661,0.00775574823239,324949.766592,4557207.82854,1.35316858845
324949.765529,4557207.82661,0.00776321132523,324949.766536,4557207.82845,1.35320245928
324949.765529,4557207.82661,0.00777812866837,324949.766483,4557207.82837,1.35324395428
324949.765529,4557207.82661,0.0077823777627,324949.766434,4557207.8283,1.35327492308
324949.765529,4557207.82661,0.00778288646808,324949.766387,4557207.82823,1.3533015872
324949.765529,4557207.82661,0.00779549019003,324949.766343,4557207.82816,1.35334199568
324949.765529,4557207.82661,0.00781897490159,324949.766302,4557207.8281,1.35339236051
324949.765529,4557207.82661,0.00782283856577,324949.766263,4557207.82804,1.35342221475
324949.765529,4557207.82661,0.00782255352431,324949.766227,4557207.82798,1.35344917197
324949.765529,4557207.82661,0.00782306899162,324949.766192,4557207.82793,1.35347711262
324949.765529,4557207.82661,0.00783265273051,324949.76616,4557207.82788,1.35351422614
324949.765529,4557207.82661,0.00786181746533,324949.766129,4557207.82783,1.35357042138
324949.765529,4557207.82661,0.00785865288094,324949.7661,4557207.82779,1.35359410993
324949.765529,4557207.82661,0.00785467218332,324949.766073,4557207.82775,1.35361658555
324949.765263,4557207.8155,0.00785692806802,324949.766036,4557207.82708,1.35364460836
324949.765263,4557207.8155,0.00784065677794,324949.766001,4557207.82645,1.35369453032
324949.765263,4557207.8155,0.00785235700168,324949.765968,4557207.82586,1.35373340273
324949.765263,4557207.8155,0.00785051879635,324949.765937,4557207.8253,1.35375759002
324949.765263,4557207.8155,0.00785193620142,324949.765908,4557207.82478,1.35378492768
324949.765263,4557207.8155,0.00785051775605,324949.765881,4557207.82429,1.35381024887
324949.765263,4557207.8155,0.00784359405737,324949.765855,4557207.82382,1.35383011079
324949.765263,4557207.8155,0.00783321657164,324949.765831,4557207.82338,1.35384599577
324949.765263,4557207.8155,0.00785280016833,324949.765808,4557207.82297,1.35389203715
324949.765263,4557207.8155,0.00787519672892,324949.765786,4557207.82258,1.35394061667
324949.765263,4557207.8155,0.00786606135817,324949.765766,4557207.82221,1.3539565522
324949.765263,4557207.8155,0.00786255503612,324949.765747,4557207.82187,1.35397970375
324949.765263,4557207.8155,0.00785840685063,324949.765729,4557207.82154,1.35400202731
324949.765263,4557207.8155,0.00785454110586,324949.765712,4557207.82124,1.35402397628
324949.765263,4557207.8155,0.00787094815474,324949.765696,4557207.82095,1.35406680518
324949.765263,4557207.8155,0.00784940567824,324949.76568,4557207.82068,1.35407167487
324949.765263,4557207.8155,0.00784940567824,324949.765666,4557207.82042,1.35409758407
324949.765263,4557207.8155,0.00783507818366,324949.765653,4557207.82018,1.35410944694
324949.765263,4557207.8155,0.00782057956018,324949.76564,4557207.81996,1.35412155757
324949.765263,4557207.8155,0.00782723434201,324949.765628,4557207.81974,1.35415523233
324949.765263,4557207.8155,0.0078472990762,324949.765617,4557207.81954,1.35420105124
324949.765263,4557207.8155,0.00783214246468,324949.765607,4557207.81935,1.3542122162
324949.765263,4557207.8155,0.00781420721906,324949.765597,4557207.81918,1.35422031536
324949.765263,4557207.8155,0.00782746996935,324949.765588,4557207.81901,1.35424184447
324949.765263,4557207.8155,0.00784005132491,324949.765579,4557207.81885,1.35428023121
324949.765263,4557207.8155,0.00783129722312,324949.765564,4557207.81867,1.35429802291
324949.765263,4557207.8155,0.00779007752317,324949.765551,4557207.81851,1.35433031837
324949.765263,4557207.8155,0.00778563493355,324949.765538,4557207.81835,1.35435172765
324949.765263,4557207.8155,0.00779480983559,324949.765526,4557207.8182,1.35438768146
324949.765263,4557207.8155,0.00778506224988,324949.765515,4557207.81806,1.35440426602
324949.765263,4557207.8155,0.00778150703386,324949.765504,4557207.81793,1.35442712581
324949.765263,4557207.8155,0.00777399036571,324949.765494,4557207.81781,1.35444676808
324949.765263,4557207.8155,0.00773982388146,324949.765485,4557207.81769,1.3544383771
324949.765263,4557207.8155,0.00774617645693,324949.765476,4557207.81759,1.35447081337
324949.765263,4557207.8155,0.0077494627561,324949.765468,4557207.81748,1.35450017717
324949.765263,4557207.8155,0.00775285256486,324949.76546,4557207.81739,1.35453062274
324949.765263,4557207.8155,0.00774486880322,324949.765452,4557207.81729,1.35454932835
324949.765263,4557207.8155,0.00773485230066,324949.765445,4557207.81721,1.35456587295
324949.765263,4557207.8155,0.0077320835494,324949.765439,4557207.81713,1.35458982891
324949.765263,4557207.8155,0.0077313308943,324949.765433,4557207.81705,1.35461592501
324949.765263,4557207.8155,0.00773981295834,324949.765427,4557207.81698,1.35465018685
324949.765263,4557207.8155,0.00773524397259,324949.765421,4557207.81691,1.35467260132
324949.765263,4557207.8155,0.00775768786671,324949.765416,4557207.81685,1.35472187117
324949.765263,4557207.8155,0.0077522970461,324949.765411,4557207.81679,1.35474373009
324949.765263,4557207.8155,0.00776216374585,324949.765407,4557207.81673,1.35478004255
324949.765263,4557207.8155,0.00774567607393,324949.765402,4557207.81668,1.35479078032
324949.765263,4557207.8155,0.00776111460602,324949.765398,4557207.81663,1.35483306463
324949.765263,4557207.8155,0.00775595317096,324949.765394,4557207.81658,1.35485516275
324949.765263,4557207.8155,0.00776518268861,324949.765391,4557207.81654,1.35489099732
324949.765263,4557207.8155,0.00775692896983,324949.765387,4557207.8165,1.35490958312
324949.765263,4557207.8155,0.00775770503162,324949.765384,4557207.81646,1.35493773018
324949.765263,4557207.8155,0.00770877204733,324949.765381,4557207.81642,1.35496694381
324949.765263,4557207.8155,0.00771504451991,324949.765378,4557207.81638,1.35500018668
324949.765263,4557207.8155,0.00770623580251,324949.765376,4557207.81635,1.35501802416
324949.765263,4557207.8155,0.00770793980949,324949.765373,4557207.81632,1.3550463472
324949.765263,4557207.8155,0.00770222285567,324949.765371,4557207.81629,1.35506753182
324949.765263,4557207.8155,0.00768549227433,324949.765368,4557207.81626,1.35507770427
324949.765263,4557207.8155,0.00769038219179,324949.765366,4557207.81624,1.3551097661
324949.765263,4557207.8155,0.00767604481439,324949.765364,4557207.81621,1.35512098334
324949.765263,4557207.8155,0.00768370504357,324949.765362,4557207.81619,1.35515514717
324949.765263,4557207.8155,0.00769668483299,324949.765361,4557207.81617,1.35519413998
324949.765263,4557207.8155,0.00768911198879,324949.765359,4557207.81615,1.35521360327
324949.765263,4557207.8155,0.00768035268552,324949.765357,4557207.81613,1.3552311072
324949.765263,4557207.8155,0.00767957298269,324949.765356,4557207.81611,1.35525788495
324949.765263,4557207.8155,0.0076749244142,324949.765355,4557207.81609,1.35528030771
324949.765263,4557207.8155,0.00768837857919,324949.765353,4557207.81608,1.35532151935
324949.765263,4557207.8155,0.00768330452911,324949.765352,4557207.81606,1.35534322748
324949.765263,4557207.8155,0.00766841995533,324949.765351,4557207.81605,1.35535489764
324949.765263,4557207.8155,0.00766254071513,324949.76535,4557207.81604,1.35537554809
324949.765263,4557207.8155,0.00768309646965,324949.765349,4557207.81602,1.35542262507
324949.765263,4557207.8155,0.0076860436319,324949.765348,4557207.81601,1.35545195338
324949.765263,4557207.8155,0.00768391050229,324949.765347,4557207.816,1.3554765431
324949.765263,4557207.8155,0.00767242926113,324949.765346,4557207.81599,1.35549137755
324949.765263,4557207.8155,0.00768426472352,324949.765345,4557207.81598,1.35553087768
324949.765263,4557207.8155,0.00768415341171,324949.765344,4557207.81597,1.35555710746
324949.765263,4557207.8155,0.00767609943,324949.765344,4557207.81596,1.35557585224
324949.764997,4557207.8044,0.00760546740447,324949.765327,4557207.81531,1.35558785838
324949.764997,4557207.8044,0.00760410617545,324949.765312,4557207.81469,1.35561356319
324949.764997,4557207.8044,0.00759941807566,324949.765298,4557207.81411,1.35563580866
324949.764997,4557207.8044,0.00759109049577,324949.765284,4557207.81356,1.3556548137
324949.764997,4557207.8044,0.00760088333441,324949.765272,4557207.81305,1.35569093782
324949.764997,4557207.8044,0.00759204600884,324949.76526,4557207.81256,1.35570837298
324949.764997,4557207.8044,0.00757439216365,324949.765248,4557207.81211,1.35571749781
324949.764997,4557207.8044,0.00758908740332,324949.765238,4557207.81168,1.35575902911
324949.764997,4557207.8044,0.00760775553838,324949.765228,4557207.81127,1.35580388073
324949.764997,4557207.8044,0.00759114355093,324949.765218,4557207.81089,1.35581427672
324949.764997,4557207.8044,0.00758267293016,324949.765209,4557207.81053,1.35583188823
324949.764997,4557207.8044,0.00755592116492,324949.765201,4557207.81019,1.3558310705
324949.764997,4557207.8044,0.00754527164145,324949.765193,4557207.80987,1.35584595062
324949.764997,4557207.8044,0.00753715316132,324949.765186,4557207.80957,1.35586444704
324949.764997,4557207.8044,0.00753390535314,324949.765179,4557207.80929,1.35588743917
324949.764997,4557207.8044,0.00753995884314,324949.765172,4557207.80902,1.35592026689
324949.764997,4557207.8044,0.00752720115719,324949.765166,4557207.80877,1.35593434653
324949.764997,4557207.8044,0.00753695550483,324949.76516,4557207.80854,1.35597121856
324949.764997,4557207.8044,0.00753576956591,324949.765155,4557207.80831,1.35599561577
324949.764997,4557207.8044,0.00753985585371,324949.765149,4557207.8081,1.35602751831
324949.764997,4557207.8044,0.00752237417771,324949.765145,4557207.80791,1.35603696503
324949.764997,4557207.8044,0.00752174687844,324949.76514,4557207.80772,1.35606270422
324949.764997,4557207.8044,0.00754971943256,324949.765136,4557207.80755,1.35611821824
324949.764997,4557207.8044,0.00753974714264,324949.765132,4557207.80738,1.35613537686
324949.764997,4557207.8044,0.00754670725173,324949.765128,4557207.80723,1.35616908025
324949.764997,4557207.8044,0.00760920935386,324949.765136,4557207.80714,1.35620093246
324949.764997,4557207.8044,0.00759868726681,324949.765144,4557207.80705,1.35621738112
324949.764997,4557207.8044,0.00756691814769,324949.765152,4557207.80697,1.35621281714
324949.764997,4557207.8044,0.00757368944282,324949.765159,4557207.80689,1.35624609584
324949.764997,4557207.8044,0.0075695355357,324949.765165,4557207.80682,1.35626826773
324949.764997,4557207.8044,0.00757779133508,324949.765171,4557207.80675,1.35630283914
324949.764997,4557207.8044,0.0075919653858,324949.765177,4557207.80669,1.35634405809
324949.764997,4557207.8044,0.00762397689419,324949.765183,4557207.80663,1.35640253139
324949.764997,4557207.8044,0.00760739143433,324949.765188,4557207.80657,1.3564127499
324949.764997,4557207.8044,0.00760815605284,324949.765193,4557207.80652,1.35643960176
324949.764997,4557207.8044,0.00760608742166,324949.765198,4557207.80647,1.35646414226
324949.764997,4557207.8044,0.00761197498423,324949.765202,4557207.80643,1.35649588647
324949.764997,4557207.8044,0.00761596192364,324949.765206,4557207.80638,1.35652698427
324949.764997,4557207.8044,0.00760495297745,324949.76521,4557207.80634,1.35654193369
