longitude,latitude,altitude,yaw,state_x,state_y,state_yaw
-121.522,36.8015,0.111738,0.70317,-121.721,36.8966,1.11471
-121.522,36.8015,0.111738,0.702881,-121.699,36.9104,1.11369
-121.522,36.8015,0.111738,0.702571,-121.679,36.9233,1.11272
-121.522,36.8015,0.111738,0.702278,-121.66,36.9355,1.11182
-121.522,36.8015,0.111738,0.701969,-121.642,36.947,1.11097
-121.522,36.8015,0.111738,0.70166,-121.626,36.9578,1.11017
-121.522,36.8015,0.111738,0.701334,-121.61,36.968,1.10942
-121.522,36.8015,0.111738,0.701007,-121.595,36.9776,1.10871
-121.522,36.8015,0.111738,0.700669,-121.581,36.9867,1.10805
-121.522,36.8015,0.111738,0.700298,-121.567,36.9952,1.10743
-121.522,36.8015,0.111738,0.699924,-121.555,37.0032,1.10684
-121.522,36.8015,0.111738,0.699542,-121.543,37.0107,1.10629
-121.522,36.8015,0.111738,0.699155,-121.532,37.0179,1.10578
-121.522,36.8015,0.111738,0.698758,-121.522,37.0245,1.10529
-121.522,36.8015,0.111738,0.698354,-121.512,37.0308,1.10484
-121.522,36.8015,0.111738,0.697928,-121.502,37.0368,1.10441
-121.522,36.8015,0.111738,0.697508,-121.494,37.0424,1.104
-121.031,37.1124,0.108745,0.697061,-121.456,37.0657,1.1022
-121.031,37.1124,0.108745,0.695817,-121.421,37.0877,1.10051
-121.031,37.1124,0.108745,0.695364,-121.388,37.1084,1.09892
-121.031,37.1124,0.108745,0.69492,-121.357,37.1279,1.09743
-121.031,37.1124,0.108745,0.694455,-121.327,37.1462,1.09603
-121.031,37.1124,0.108745,0.693982,-121.3,37.1635,1.09472
-121.031,37.1124,0.108745,0.69349,-121.274,37.1798,1.09348
-121.031,37.1124,0.108745,0.693016,-121.249,37.1951,1.09232
-121.031,37.1124,0.108745,0.6925,-121.226,37.2095,1.09123
-121.031,37.1124,0.108745,0.692005,-121.204,37.2231,1.09021
-121.031,37.1124,0.108745,0.69145,-121.184,37.2359,1.08924
-121.031,37.1124,0.108745,0.690909,-121.164,37.248,1.08834
-121.031,37.1124,0.108745,0.690353,-121.146,37.2593,1.08749
-121.031,37.1124,0.108745,0.689799,-121.129,37.27,1.0867
-121.031,37.1124,0.108745,0.689236,-121.113,37.2801,1.08595
-121.031,37.1124,0.108745,0.688666,-121.098,37.2896,1.08525
-121.031,37.1124,0.108745,0.688086,-121.083,37.2985,1.08459
-121.031,37.1124,0.108745,0.687508,-121.07,37.3069,1.08397
-121.031,37.1124,0.108745,0.686915,-121.057,37.3149,1.08339
-121.031,37.1124,0.108745,0.686322,-121.045,37.3223,1.08284
-121.031,37.1124,0.108745,0.68573,-121.034,37.3293,1.08232
-121.031,37.1124,0.108745,0.685127,-121.023,37.336,1.08184
-121.031,37.1124,0.108745,0.68449,-121.013,37.3422,1.08139
-121.031,37.1124,0.108745,0.683881,-121.004,37.348,1.08096
-121.031,37.1124,0.108745,0.683272,-120.995,37.3536,1.08056
-120.531,37.4233,0.0937527,0.682646,-120.957,37.3769,1.07878
-120.531,37.4233,0.0937527,0.681371,-120.921,37.3988,1.07711
-120.531,37.4233,0.0937527,0.680745,-120.887,37.4195,1.07554
-120.531,37.4233,0.0937527,0.680129,-120.856,37.4389,1.07407
-120.531,37.4233,0.0937527,0.679489,-120.826,37.4572,1.07269
-120.531,37.4233,0.0937527,0.678853,-120.798,37.4744,1.07139
-120.531,37.4233,0.0937527,0.678191,-120.771,37.4907,1.07017
-120.531,37.4233,0.0937527,0.677542,-120.746,37.506,1.06902
-120.531,37.4233,0.0937527,0.676849,-120.723,37.5204,1.06795
-120.531,37.4233,0.0937527,0.676157,-120.7,37.5339,1.06693
-120.531,37.4233,0.0937527,0.675435,-120.68,37.5467,1.06599
-120.531,37.4233,0.0937527,0.674755,-120.66,37.5587,1.06509
-120.531,37.4233,0.0937527,0.674055,-120.641,37.5701,1.06426
-120.531,37.4233,0.0937527,0.673352,-120.624,37.5807,1.06347
-120.531,37.4233,0.0937527,0.6726,-120.608,37.5908,1.06273
-120.531,37.4233,0.0937527,0.67183,-120.592,37.6002,1.06204
-120.531,37.4233,0.0937527,0.671098,-120.578,37.6091,1.06139
-120.531,37.4233,0.0937527,0.670387,-120.564,37.6175,1.06078
-120.531,37.4233,0.0937527,0.669653,-120.551,37.6254,1.0602
-120.531,37.4233,0.0937527,0.668913,-120.539,37.6328,1.05966
-120.531,37.4233,0.0937527,0.668193,-120.527,37.6398,1.05915
-120.531,37.4233,0.0937527,0.667459,-120.517,37.6465,1.05867
-120.531,37.4233,0.0937527,0.66669,-120.506,37.6527,1.05823
-120.531,37.4233,0.0937527,0.665949,-120.497,37.6585,1.0578
-120.531,37.4233,0.0937527,0.665199,-120.488,37.664,1.05741
-120.022,37.7231,0.0877605,0.664194,-120.449,37.6865,1.05563
-120.022,37.7231,0.0877605,0.66344,-120.413,37.7076,1.05397
-120.022,37.7231,0.0877605,0.662699,-120.379,37.7275,1.05241
-120.022,37.7231,0.0877605,0.661943,-120.346,37.7463,1.05094
-120.022,37.7231,0.0877605,0.661197,-120.316,37.7639,1.04956
-120.022,37.7231,0.0877605,0.660419,-120.288,37.7806,1.04827
-120.022,37.7231,0.0877605,0.659624,-120.261,37.7962,1.04705
-120.022,37.7231,0.0877605,0.658847,-120.235,37.811,1.04592
-120.022,37.7231,0.0877605,0.658032,-120.211,37.8249,1.04484
-120.022,37.7231,0.0877605,0.657213,-120.189,37.838,1.04384
-120.022,37.7231,0.0877605,0.656393,-120.168,37.8503,1.0429
-120.022,37.7231,0.0877605,0.655568,-120.148,37.8619,1.04201
-120.022,37.7231,0.0877605,0.654722,-120.129,37.8728,1.04118
-120.022,37.7231,0.0877605,0.653876,-120.111,37.8831,1.04039
-120.022,37.7231,0.0877605,0.653,-120.095,37.8928,1.03966
-120.022,37.7231,0.0877605,0.652147,-120.079,37.9019,1.03897
-120.022,37.7231,0.0877605,0.651271,-120.064,37.9105,1.03832
-120.022,37.7231,0.0877605,0.65038,-120.05,37.9186,1.03771
-120.022,37.7231,0.0877605,0.649462,-120.037,37.9262,1.03714
-120.022,37.7231,0.0877605,0.648532,-120.025,37.9334,1.0366
-120.022,37.7231,0.0877605,0.647619,-120.013,37.9402,1.03609
-120.022,37.7231,0.0877605,0.646677,-120.002,37.9466,1.03562
-120.022,37.7231,0.0877605,0.64576,-119.992,37.9526,1.03517
-120.022,37.7231,0.0877605,0.644792,-119.982,37.9582,1.03475
-120.022,37.7231,0.0877605,0.643857,-119.973,37.9635,1.03435
-120.022,37.7231,0.0877605,0.642881,-119.965,37.9685,1.03398
-119.497,38.0229,0.0927686,0.641719,-119.925,37.9908,1.03223
-119.497,38.0229,0.0927686,0.640761,-119.888,38.0119,1.03058
-119.497,38.0229,0.0927686,0.639775,-119.853,38.0317,1.02903
-119.497,38.0229,0.0927686,0.638789,-119.82,38.0503,1.02758
-119.497,38.0229,0.0927686,0.637818,-119.789,38.0679,1.02621
-119.497,38.0229,0.0927686,0.636861,-119.76,38.0844,1.02493
-119.497,38.0229,0.0927686,0.635874,-119.733,38.1,1.02372
-119.497,38.0229,0.0927686,0.634877,-119.707,38.1147,1.02259
-119.497,38.0229,0.0927686,0.633928,-119.682,38.1285,1.02152
-119.497,38.0229,0.0927686,0.632951,-119.659,38.1415,1.02052
-119.497,38.0229,0.0927686,0.631979,-119.638,38.1537,1.01958
-119.497,38.0229,0.0927686,0.630981,-119.617,38.1653,1.0187
-119.497,38.0229,0.0927686,0.629988,-119.598,38.1761,1.01787
-119.497,38.0229,0.0927686,0.628979,-119.58,38.1864,1.01709
-119.497,38.0229,0.0927686,0.628008,-119.563,38.196,1.01636
-119.497,38.0229,0.0927686,0.627015,-119.547,38.2051,1.01567
-119.497,38.0229,0.0927686,0.626007,-119.532,38.2136,1.01502
-119.497,38.0229,0.0927686,0.625022,-119.518,38.2217,1.01441
-119.497,38.0229,0.0927686,0.62402,-119.504,38.2292,1.01384
-119.497,38.0229,0.0927686,0.623015,-119.492,38.2364,1.0133
-119.497,38.0229,0.0927686,0.622015,-119.48,38.2431,1.0128
-119.497,38.0229,0.0927686,0.621039,-119.469,38.2494,1.01232
-119.497,38.0229,0.0927686,0.620018,-119.458,38.2554,1.01187
-119.497,38.0229,0.0927686,0.618998,-119.448,38.261,1.01145
-118.954,38.2894,0.0857771,0.617993,-119.407,38.2814,1.00956
-118.954,38.2894,0.0857771,0.616805,-119.368,38.3007,1.00778
-118.954,38.2894,0.0857771,0.615783,-119.331,38.3188,1.00611
-118.954,38.2894,0.0857771,0.614755,-119.297,38.3359,1.00454
-118.954,38.2894,0.0857771,0.613723,-119.264,38.3519,1.00307
-118.954,38.2894,0.0857771,0.612692,-119.234,38.3671,1.00169
-118.954,38.2894,0.0857771,0.611647,-119.205,38.3813,1.0004
-118.954,38.2894,0.0857771,0.610608,-119.178,38.3948,0.999178
-118.954,38.2894,0.0857771,0.609572,-119.152,38.4074,0.998035
-118.954,38.2894,0.0857771,0.608524,-119.128,38.4193,0.996962
-118.954,38.2894,0.0857771,0.607495,-119.105,38.4305,0.995955
-118.954,38.2894,0.0857771,0.606445,-119.084,38.4411,0.995009
-118.954,38.2894,0.0857771,0.605372,-119.064,38.451,0.994121
-118.954,38.2894,0.0857771,0.604279,-119.045,38.4604,0.993286
-118.954,38.2894,0.0857771,0.603175,-119.027,38.4692,0.992501
-118.954,38.2894,0.0857771,0.602077,-119.01,38.4775,0.991764
-118.954,38.2894,0.0857771,0.600937,-118.994,38.4853,0.991071
-118.954,38.2894,0.0857771,0.5998,-118.979,38.4927,0.990419
-118.954,38.2894,0.0857771,0.598652,-118.965,38.4996,0.989807
-118.954,38.2894,0.0857771,0.597509,-118.952,38.5062,0.989231
-118.954,38.2894,0.0857771,0.596368,-118.94,38.5123,0.98869
-118.954,38.2894,0.0857771,0.595191,-118.928,38.5181,0.988181
-118.954,38.2894,0.0857771,0.593988,-118.917,38.5236,0.987701
-118.954,38.2894,0.0857771,0.592767,-118.907,38.5287,0.98725
-118.954,38.2894,0.0857771,0.591553,-118.897,38.5335,0.986825
-118.395,38.5448,0.0847859,0.590367,-118.854,38.5531,0.984908
-118.395,38.5448,0.0847859,0.588978,-118.814,38.5715,0.983106
-118.395,38.5448,0.0847859,0.587733,-118.776,38.5889,0.981411
-118.395,38.5448,0.0847859,0.586504,-118.741,38.6052,0.979819
-118.395,38.5448,0.0847859,0.585272,-118.707,38.6206,0.978322
-118.395,38.5448,0.0847859,0.584053,-118.676,38.635,0.976916
-118.395,38.5448,0.0847859,0.582829,-118.646,38.6487,0.975594
-118.395,38.5448,0.0847859,0.581628,-118.618,38.6615,0.974352
-118.395,38.5448,0.0847859,0.580411,-118.592,38.6736,0.973186
-118.395,38.5448,0.0847859,0.57918,-118.567,38.685,0.972089
-118.395,38.5448,0.0847859,0.57797,-118.544,38.6957,0.971059
-118.395,38.5448,0.0847859,0.57677,-118.522,38.7058,0.970091
-118.395,38.5448,0.0847859,0.575547,-118.501,38.7153,0.969181
-118.395,38.5448,0.0847859,0.57436,-118.481,38.7243,0.968326
-118.395,38.5448,0.0847859,0.573158,-118.463,38.7327,0.967523
-118.395,38.5448,0.0847859,0.571973,-118.446,38.7406,0.966768
-118.395,38.5448,0.0847859,0.5708,-118.429,38.7481,0.966058
-118.395,38.5448,0.0847859,0.56963,-118.414,38.7552,0.965391
-118.395,38.5448,0.0847859,0.568478,-118.4,38.7618,0.964765
-118.395,38.5448,0.0847859,0.567305,-118.386,38.7681,0.964175
-118.395,38.5448,0.0847859,0.566136,-118.373,38.7739,0.96362
-118.395,38.5448,0.0847859,0.564959,-118.361,38.7795,0.963098
-118.395,38.5448,0.0847859,0.563777,-118.35,38.7847,0.962607
-118.395,38.5448,0.0847859,0.562603,-118.339,38.7896,0.962146
-118.395,38.5448,0.0847859,0.561374,-118.329,38.7942,0.96171
-117.827,38.8002,0.0827949,0.560149,-118.286,38.8135,0.959803
-117.827,38.8002,0.0827949,0.558773,-118.245,38.8316,0.95801
-117.827,38.8002,0.0827949,0.557554,-118.206,38.8487,0.956326
-117.827,38.8002,0.0827949,0.556292,-118.17,38.8647,0.954742
-117.827,38.8002,0.0827949,0.55506,-118.136,38.8799,0.953254
-117.827,38.8002,0.0827949,0.553813,-118.104,38.8941,0.951855
-117.827,38.8002,0.0827949,0.552536,-118.074,38.9076,0.950541
-117.827,38.8002,0.0827949,0.551262,-118.046,38.9202,0.949306
-117.827,38.8002,0.0827949,0.549982,-118.019,38.9321,0.948145
-117.827,38.8002,0.0827949,0.548688,-117.994,38.9433,0.947055
-117.827,38.8002,0.0827949,0.547384,-117.97,38.9539,0.94603
-117.827,38.8002,0.0827949,0.546095,-117.947,38.9638,0.945067
-117.827,38.8002,0.0827949,0.544792,-117.926,38.9732,0.944162
-117.827,38.8002,0.0827949,0.54349,-117.906,38.982,0.943311
-117.827,38.8002,0.0827949,0.542171,-117.888,38.9903,0.942511
-117.827,38.8002,0.0827949,0.54083,-117.87,38.9981,0.941759
-117.827,38.8002,0.0827949,0.539523,-117.854,39.0055,0.941052
-117.827,38.8002,0.0827949,0.538204,-117.838,39.0124,0.940388
-117.827,38.8002,0.0827949,0.536878,-117.823,39.0189,0.939763
-117.827,38.8002,0.0827949,0.53554,-117.809,39.0251,0.939175
-117.827,38.8002,0.0827949,0.534216,-117.796,39.0308,0.938622
-117.827,38.8002,0.0827949,0.532873,-117.784,39.0363,0.938101
-117.827,38.8002,0.0827949,0.531523,-117.773,39.0414,0.937611
-117.827,38.8002,0.0827949,0.530175,-117.762,39.0463,0.93715
-117.827,38.8002,0.0827949,0.528818,-117.751,39.0508,0.936716
-117.243,39.0445,0.0808042,0.527465,-117.707,39.0694,0.934771
-117.243,39.0445,0.0808042,0.526252,-117.665,39.0869,0.932943
-117.243,39.0445,0.0808042,0.524865,-117.625,39.1035,0.931224
-117.243,39.0445,0.0808042,0.523505,-117.588,39.119,0.929608
-117.243,39.0445,0.0808042,0.522124,-117.553,39.1336,0.92809
-117.243,39.0445,0.0808042,0.520732,-117.52,39.1474,0.926662
-117.243,39.0445,0.0808042,0.519335,-117.489,39.1604,0.92532
-117.243,39.0445,0.0808042,0.517942,-117.46,39.1726,0.92406
-117.243,39.0445,0.0808042,0.516526,-117.432,39.1841,0.922874
-117.243,39.0445,0.0808042,0.515129,-117.406,39.1949,0.921761
-117.243,39.0445,0.0808042,0.513734,-117.382,39.2051,0.920715
-117.243,39.0445,0.0808042,0.512318,-117.359,39.2147,0.919731
-117.243,39.0445,0.0808042,0.510887,-117.337,39.2237,0.918806
-117.243,39.0445,0.0808042,0.509453,-117.317,39.2323,0.917937
-117.243,39.0445,0.0808042,0.508026,-117.298,39.2403,0.91712
-117.243,39.0445,0.0808042,0.506581,-117.279,39.2479,0.916351
-117.243,39.0445,0.0808042,0.505137,-117.262,39.255,0.915628
-117.243,39.0445,0.0808042,0.503704,-117.246,39.2617,0.914949
-117.243,39.0445,0.0808042,0.502276,-117.231,39.268,0.91431
-117.243,39.0445,0.0808042,0.500855,-117.217,39.2739,0.91371
-117.243,39.0445,0.0808042,0.499419,-117.204,39.2795,0.913144
-117.243,39.0445,0.0808042,0.497974,-117.191,39.2848,0.912612
-117.243,39.0445,0.0808042,0.496518,-117.179,39.2897,0.912111
-117.243,39.0445,0.0808042,0.495061,-117.168,39.2944,0.91164
-117.243,39.0445,0.0808042,0.49362,-117.157,39.2988,0.911196
-116.641,39.2777,0.0878137,0.492176,-117.112,39.3162,0.909203
-116.641,39.2777,0.0878137,0.490987,-117.069,39.3326,0.907332
-116.641,39.2777,0.0878137,0.48952,-117.028,39.3481,0.905574
-116.641,39.2777,0.0878137,0.48805,-116.99,39.3626,0.903923
-116.641,39.2777,0.0878137,0.486588,-116.955,39.3763,0.902373
-116.641,39.2777,0.0878137,0.48514,-116.921,39.3892,0.900918
-116.641,39.2777,0.0878137,0.483669,-116.889,39.4013,0.899551
-116.641,39.2777,0.0878137,0.482209,-116.859,39.4128,0.898268
-116.641,39.2777,0.0878137,0.480744,-116.831,39.4235,0.897062
-116.641,39.2777,0.0878137,0.479296,-116.805,39.4337,0.89593
-116.641,39.2777,0.0878137,0.477826,-116.78,39.4432,0.894867
-116.641,39.2777,0.0878137,0.476349,-116.756,39.4522,0.893868
-116.641,39.2777,0.0878137,0.474891,-116.734,39.4607,0.89293
-116.641,39.2777,0.0878137,0.473451,-116.713,39.4686,0.892049
-116.641,39.2777,0.0878137,0.471989,-116.693,39.4762,0.891221
-116.641,39.2777,0.0878137,0.470542,-116.675,39.4832,0.890443
-116.641,39.2777,0.0878137,0.469092,-116.657,39.4899,0.889712
-116.641,39.2777,0.0878137,0.467616,-116.641,39.4962,0.889024
-116.641,39.2777,0.0878137,0.466142,-116.626,39.5021,0.888378
-116.641,39.2777,0.0878137,0.464681,-116.611,39.5077,0.88777
-116.641,39.2777,0.0878137,0.463224,-116.597,39.5129,0.887198
-116.641,39.2777,0.0878137,0.461785,-116.584,39.5178,0.886661
-116.641,39.2777,0.0878137,0.460336,-116.572,39.5225,0.886155
-116.641,39.2777,0.0878137,0.458874,-116.561,39.5268,0.885679
-116.641,39.2777,0.0878137,0.457444,-116.55,39.531,0.885232
-116.031,39.4776,0.0948236,0.456008,-116.504,39.546,0.883188
-116.031,39.4776,0.0948236,0.454486,-116.46,39.5602,0.881269
-116.031,39.4776,0.0948236,0.453011,-116.419,39.5736,0.879467
-116.031,39.4776,0.0948236,0.451582,-116.381,39.5862,0.877776
-116.031,39.4776,0.0948236,0.450091,-116.344,39.5981,0.876187
-116.031,39.4776,0.0948236,0.448623,-116.31,39.6092,0.874697
-116.031,39.4776,0.0948236,0.447143,-116.278,39.6198,0.873297
-116.031,39.4776,0.0948236,0.445679,-116.248,39.6297,0.871984
-116.031,39.4776,0.0948236,0.444215,-116.219,39.639,0.87075
-116.031,39.4776,0.0948236,0.44275,-116.192,39.6478,0.869592
-116.031,39.4776,0.0948236,0.441253,-116.167,39.656,0.868504
-116.031,39.4776,0.0948236,0.43978,-116.143,39.6638,0.867483
-116.031,39.4776,0.0948236,0.438315,-116.121,39.6712,0.866524
-116.031,39.4776,0.0948236,0.436834,-116.099,39.6781,0.865623
-116.031,39.4776,0.0948236,0.435366,-116.079,39.6846,0.864776
-116.031,39.4776,0.0948236,0.433937,-116.061,39.6907,0.863982
-116.031,39.4776,0.0948236,0.432471,-116.043,39.6965,0.863235
-116.031,39.4776,0.0948236,0.431023,-116.026,39.7019,0.862533
-116.031,39.4776,0.0948236,0.429575,-116.011,39.707,0.861873
-116.031,39.4776,0.0948236,0.428133,-115.996,39.7119,0.861253
-116.031,39.4776,0.0948236,0.426669,-115.982,39.7164,0.860669
-116.031,39.4776,0.0948236,0.425215,-115.969,39.7207,0.86012
-116.031,39.4776,0.0948236,0.423749,-115.957,39.7247,0.859603
-116.031,39.4776,0.0948236,0.422285,-115.945,39.7285,0.859117
-116.031,39.4776,0.0948236,0.420822,-115.934,39.7321,0.85866
-115.412,39.6441,0.0938338,0.419355,-115.887,39.7448,0.856565
-115.412,39.6441,0.0938338,0.417632,-115.843,39.7569,0.854598
-115.412,39.6441,0.0938338,0.416156,-115.801,39.7682,0.85275
-115.412,39.6441,0.0938338,0.414697,-115.762,39.7788,0.851015
-115.412,39.6441,0.0938338,0.413218,-115.725,39.7889,0.849385
-115.412,39.6441,0.0938338,0.411749,-115.69,39.7983,0.847854
-115.412,39.6441,0.0938338,0.410264,-115.658,39.8073,0.846416
-115.412,39.6441,0.0938338,0.408773,-115.627,39.8157,0.845066
-115.412,39.6441,0.0938338,0.4073,-115.598,39.8235,0.843798
-115.412,39.6441,0.0938338,0.405815,-115.57,39.831,0.842607
-115.412,39.6441,0.0938338,0.404323,-115.544,39.838,0.841488
-115.412,39.6441,0.0938338,0.40282,-115.52,39.8446,0.840436
-115.412,39.6441,0.0938338,0.401311,-115.497,39.8508,0.839449
-115.412,39.6441,0.0938338,0.39978,-115.476,39.8566,0.83852
-115.412,39.6441,0.0938338,0.39826,-115.456,39.8622,0.837648
-115.412,39.6441,0.0938338,0.396727,-115.436,39.8673,0.836828
-115.412,39.6441,0.0938338,0.3952,-115.419,39.8722,0.836057
-115.412,39.6441,0.0938338,0.393702,-115.402,39.8768,0.835333
-115.412,39.6441,0.0938338,0.392192,-115.386,39.8812,0.834652
-115.412,39.6441,0.0938338,0.390662,-115.371,39.8853,0.834011
-115.412,39.6441,0.0938338,0.389153,-115.356,39.8891,0.833409
-115.412,39.6441,0.0938338,0.387647,-115.343,39.8927,0.832842
-115.412,39.6441,0.0938338,0.386133,-115.331,39.8961,0.832309
-115.412,39.6441,0.0938338,0.384627,-115.319,39.8993,0.831807
-115.412,39.6441,0.0938338,0.383145,-115.308,39.9023,0.831335
-114.768,39.7996,0.0938444,0.381639,-115.259,39.9142,0.829181
-114.768,39.7996,0.0938444,0.379757,-115.213,39.9253,0.827157
-114.768,39.7996,0.0938444,0.378245,-115.169,39.9358,0.825254
-114.768,39.7996,0.0938444,0.376735,-115.129,39.9457,0.823465
-114.768,39.7996,0.0938444,0.375225,-115.09,39.955,0.821784
-114.768,39.7996,0.0938444,0.373713,-115.054,39.9637,0.820204
-114.768,39.7996,0.0938444,0.372179,-115.02,39.972,0.818719
-114.768,39.7996,0.0938444,0.370662,-114.988,39.9798,0.817324
-114.768,39.7996,0.0938444,0.36912,-114.958,39.9871,0.816013
-114.768,39.7996,0.0938444,0.367606,-114.929,39.994,0.814782
-114.768,39.7996,0.0938444,0.36607,-114.902,40.0004,0.813624
-114.768,39.7996,0.0938444,0.364515,-114.877,40.0065,0.812536
-114.768,39.7996,0.0938444,0.362972,-114.853,40.0123,0.811513
-114.768,39.7996,0.0938444,0.361434,-114.831,40.0177,0.810552
-114.768,39.7996,0.0938444,0.359885,-114.81,40.0228,0.809649
-114.768,39.7996,0.0938444,0.358338,-114.79,40.0276,0.8088
-114.768,39.7996,0.0938444,0.356785,-114.771,40.0321,0.808001
-114.768,39.7996,0.0938444,0.35524,-114.753,40.0364,0.807251
-114.768,39.7996,0.0938444,0.353707,-114.737,40.0404,0.806545
-114.768,39.7996,0.0938444,0.352159,-114.721,40.0441,0.805881
-114.768,39.7996,0.0938444,0.350591,-114.707,40.0477,0.805256
-114.768,39.7996,0.0938444,0.349068,-114.693,40.0511,0.804669
-114.768,39.7996,0.0938444,0.347538,-114.68,40.0542,0.804116
-114.768,39.7996,0.0938444,0.34599,-114.667,40.0572,0.803595
-114.768,39.7996,0.0938444,0.344447,-114.656,40.06,0.803105
-114.098,39.9328,0.0948556,0.342923,-114.605,40.0702,0.800842
-114.098,39.9328,0.0948556,0.340987,-114.557,40.0799,0.798715
-114.098,39.9328,0.0948556,0.339472,-114.512,40.089,0.796715
-114.098,39.9328,0.0948556,0.33795,-114.47,40.0976,0.794836
-114.098,39.9328,0.0948556,0.336431,-114.43,40.1056,0.793069
-114.098,39.9328,0.0948556,0.334895,-114.392,40.1132,0.791409
-114.098,39.9328,0.0948556,0.333357,-114.356,40.1204,0.78985
-114.098,39.9328,0.0948556,0.331823,-114.323,40.1271,0.788384
-114.098,39.9328,0.0948556,0.330295,-114.292,40.1334,0.787007
-114.098,39.9328,0.0948556,0.328768,-114.262,40.1394,0.785714
-114.098,39.9328,0.0948556,0.327223,-114.234,40.145,0.784498
-114.098,39.9328,0.0948556,0.325675,-114.208,40.1503,0.783355
-114.098,39.9328,0.0948556,0.324107,-114.183,40.1553,0.782281
-114.098,39.9328,0.0948556,0.322536,-114.16,40.16,0.781272
-114.098,39.9328,0.0948556,0.320974,-114.138,40.1644,0.780323
-114.098,39.9328,0.0948556,0.31942,-114.117,40.1686,0.779432
-114.098,39.9328,0.0948556,0.317869,-114.098,40.1725,0.778594
-114.098,39.9328,0.0948556,0.316305,-114.079,40.1762,0.777806
-114.098,39.9328,0.0948556,0.314727,-114.062,40.1797,0.777065
-114.098,39.9328,0.0948556,0.313171,-114.046,40.1829,0.776369
-114.098,39.9328,0.0948556,0.311611,-114.031,40.186,0.775714
-114.098,39.9328,0.0948556,0.310055,-114.016,40.1889,0.775097
-114.098,39.9328,0.0948556,0.308477,-114.003,40.1916,0.774517
-114.098,39.9328,0.0948556,0.306924,-113.99,40.1942,0.773972
-114.098,39.9328,0.0948556,0.30536,-113.978,40.1966,0.773458
-113.42,40.055,0.103867,0.303808,-113.926,40.2059,0.771172
-113.42,40.055,0.103867,0.302254,-113.877,40.2146,0.769022
-113.42,40.055,0.103867,0.300719,-113.831,40.2229,0.767001
-113.42,40.055,0.103867,0.299173,-113.788,40.2306,0.765102
-113.42,40.055,0.103867,0.297642,-113.747,40.2379,0.763318
-113.42,40.055,0.103867,0.296091,-113.709,40.2448,0.761641
-113.42,40.055,0.103867,0.294555,-113.673,40.2513,0.760065
-113.42,40.055,0.103867,0.292994,-113.639,40.2574,0.758584
-113.42,40.055,0.103867,0.291458,-113.607,40.2631,0.757193
-113.42,40.055,0.103867,0.289917,-113.576,40.2686,0.755886
-113.42,40.055,0.103867,0.288393,-113.548,40.2736,0.754658
-113.42,40.055,0.103867,0.286857,-113.521,40.2784,0.753505
-113.42,40.055,0.103867,0.285322,-113.496,40.283,0.752421
-113.42,40.055,0.103867,0.283766,-113.472,40.2872,0.751402
-113.42,40.055,0.103867,0.282217,-113.45,40.2912,0.750444
-113.42,40.055,0.103867,0.280693,-113.429,40.295,0.749545
-113.42,40.055,0.103867,0.279173,-113.409,40.2985,0.748699
-113.42,40.055,0.103867,0.277651,-113.39,40.3019,0.747905
-113.42,40.055,0.103867,0.276112,-113.373,40.305,0.747158
-113.42,40.055,0.103867,0.274559,-113.356,40.308,0.746455
-113.42,40.055,0.103867,0.273009,-113.34,40.3108,0.745794
-113.42,40.055,0.103867,0.271446,-113.326,40.3134,0.745172
-113.42,40.055,0.103867,0.269876,-113.312,40.3159,0.744587
-113.42,40.055,0.103867,0.268331,-113.299,40.3182,0.744036
-113.42,40.055,0.103867,0.266772,-113.287,40.3203,0.743519
-112.734,40.1438,0.104878,0.265202,-113.234,40.327,0.741155
-112.734,40.1438,0.104878,0.263221,-113.185,40.3333,0.738936
-112.734,40.1438,0.104878,0.26166,-113.139,40.3392,0.736853
-112.734,40.1438,0.104878,0.260089,-113.096,40.3447,0.734897
-112.734,40.1438,0.104878,0.258542,-113.055,40.35,0.733061
-112.734,40.1438,0.104878,0.256961,-113.016,40.3549,0.731337
-112.734,40.1438,0.104878,0.255387,-112.98,40.3596,0.729719
-112.734,40.1438,0.104878,0.253821,-112.945,40.3639,0.728201
-112.734,40.1438,0.104878,0.252225,-112.913,40.3681,0.726774
-112.734,40.1438,0.104878,0.250643,-112.883,40.372,0.725435
-112.734,40.1438,0.104878,0.249052,-112.854,40.3756,0.724178
-112.734,40.1438,0.104878,0.247486,-112.827,40.3791,0.722998
-112.734,40.1438,0.104878,0.245934,-112.802,40.3823,0.721891
-112.734,40.1438,0.104878,0.244356,-112.778,40.3854,0.72085
-112.734,40.1438,0.104878,0.242797,-112.756,40.3882,0.719873
-112.734,40.1438,0.104878,0.241227,-112.734,40.3909,0.718955
-112.734,40.1438,0.104878,0.239663,-112.714,40.3935,0.718092
-112.734,40.1438,0.104878,0.238124,-112.696,40.3959,0.717283
-112.734,40.1438,0.104878,0.236563,-112.678,40.3981,0.716521
-112.734,40.1438,0.104878,0.235008,-112.661,40.4003,0.715806
-112.734,40.1438,0.104878,0.233471,-112.646,40.4023,0.715133
-112.734,40.1438,0.104878,0.231932,-112.631,40.4042,0.714501
-112.734,40.1438,0.104878,0.230401,-112.617,40.406,0.713907
-112.734,40.1438,0.104878,0.228873,-112.604,40.4076,0.713348
-112.734,40.1438,0.104878,0.227357,-112.591,40.4092,0.712822
